ID,AAA,ALA,Departamento,Provincia,Distrito,Clase,Uso,Q_l_seg,Q_m3_seg,Q_m3_dia,Volumen_m3_anual,Usuario,Fuente,Zona,Este,Norte,Link
278,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lima,Licencia,Industrial,7.95,0.0079,686.5,250560,ARIS INDUSTRIAL S.A,Acuifero RIMAC,18,274119,8668295,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0643-2016-04.pdf"
279,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,10,0.01,864,315360,QUIMPAC S.A.,Acuifero RIMAC,18,268550,8675391,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0727-2016-04.pdf"
280,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Breï¿½a,Licencia,Industrial,2.99,0.003,258.5,94350,MOLITALIA S.A.,Acuifero RIMAC,18,275005.64,8667057.72,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0059-1985-02.pdf"
281,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Carabayllo,Licencia,Industrial,0.27,0.0003,23.7,8640,"TORPACO CERRON, LUCIANO",Acuifero CHILLON,18,279993,8692791,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0162-1985-02.pdf"
282,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Puente Piedra,Licencia,Industrial,1.74,0.0017,150,54750,TEXTIL SAN PEDRO S.A.,Acuifero CHILLON,18,273554,8686410,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0164-1985-02.pdf"
283,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,2.82,0.0028,243.5,88869,CORPORACION DE INDUSTRIAS PLASTICAS S.A.,Acuifero RIMAC,18,286128.98,8665849.01,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0108-1988-02.pdf"
284,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurigancho,Licencia,Industrial,0.11,0.0001,9.5,3457.1,INDUSTRIAS BELSA S.A.C.,Acuifero RIMAC,18,291277,8670744,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1087-2015-04.PDF"
285,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurigancho,Licencia,Industrial,118.33,0.1183,10224,3731760,GLORIA S.A.,Acuifero RIMAC / Acuifero RIMAC / Acuifero RIMAC,18,292225,8672202,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1363-2015-06.PDF"
286,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,32.67,0.0327,2822.4,1030176,QUIMPAC S.A.,Acuifero CHILLON,18,268074,8675179,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1475-2015-03.PDF"
287,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,1.97,0.002,170.3,62170.93,INVERSIONES SAN GABRIEL S.A.,Acuifero LURIN,18,300300,8640530,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1500-2015-03.pdf"
288,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurigancho,Licencia,Industrial,0.76,0.0008,65.3,23816.25,INCA FASHION S.A.C,Acuifero RIMAC,18,290833,8670459,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1613-2015-03.PDF"
289,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,2.04,0.002,175.9,64193.4,IMPALA TERMINALS PERï¿½ S.A.C.,Acuifero RIMAC,18,268048,8667490,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1702-2015-03.pdf"
290,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,San Martin De Porres,Licencia,Industrial,0.81,0.0008,69.8,25480,TEXTILES POPULARES S.A.,Acuifero RIMAC,18,271790,8673391,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0040-1982-02.pdf"
291,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,5.41,0.0054,467.5,170632,INVERSIONES INMOBILIARIAS RIMAC S.A.,Acuifero RIMAC / Acuifero RIMAC,18,291479,8668682,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0044-1982-03.pdf"
292,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,0.03,0,3,1095,HARALD MAYROCK QUENTIN,Acuifero RIMAC,18,292550,8669145,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0056-1982-02.pdf"
293,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,37.81,0.0378,3267,1192455,FERTILIZANTES SINTETICOS S.A.,Acuifero RIMAC / Acuifero RIMAC,18,269725.46,8669632.64,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0038-1983-02.pdf"
294,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,El Agustino,Licencia,Industrial,5.13,0.0051,443.1,161740,FABRICA DE TEJIDOS SAN CRISTOBAL S.A.,Acuifero RIMAC,18,285011.02,8666484.04,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0045-1983-02.pdf"
295,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,El Agustino,Licencia,Industrial,9.17,0.0092,792,289080,CENTRO PAPELERO S.A.,Acuifero RIMAC / Acuifero RIMAC,18,281262.34,8669055.16,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0008-1985-02.pdf"
296,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,1.43,0.0014,123.4,45057,LIMA GAS S.A.,Acuifero RIMAC,18,270274.01,8671832.03,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0098-1983-02.pdf"
297,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Villa El Salvador,Licencia,Industrial,0.6,0.0006,51.7,18869.04,S K COMERCIAL SAC,Acuifero LURIN,18,285706,8647748,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0308-2017-04.pdf"
298,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,1.78,0.0018,154.1,56257.97,LA COLONIAL FABRICA DE HILOS S.A.,Acuifero RIMAC,18,271088,8667193,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1063-2021-03.pdf"
299,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurigancho,Licencia,Industrial,3.13,0.0031,270,98550,INDUSTRIA DE GRASAS Y ACEITE S.A.,Acuifero RIMAC,18,291227,8671060,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0576-2021-04.pdf"
300,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ancon,Licencia,Industrial,0.37,0.0004,31.6,11520,INDUSTRIAS UNIDAS DEL PERï¿½ S.A.,Acuifero CHILLON,18,265153,8699700,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0690-2021-04.pdf"
301,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lima,Licencia,Industrial,10.48,0.0105,905,330339.6,CIA. INDUSTRIAL NUEVO MUNDO S. A.,Acuifero RIMAC,18,275178,8667902,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0839-2021-04.pdf"
302,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lima,Licencia,Industrial,10.48,0.0105,905,330339.6,CIA. INDUSTRIAL NUEVO MUNDO S. A.,Acuifero RIMAC,18,275307,8667862,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0839-2021-04.pdf"
303,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,3.47,0.0035,299.8,109429.92,COMPLEJO INDUSTRIAL SKAVOS S.A.C,Acuifero CHILLON,18,267949.15,8676733.26,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1068-2015-03.pdf"
304,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurigancho,Licencia,Industrial,2.99,0.003,258.5,94349,ALPANAL S.A.C,Acuifero RIMAC,18,317918.44,8681456.29,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1075-2015-04.pdf"
305,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Comas,Licencia,Industrial,0.01,0,1.2,420.48,"CERNA TORRES, SEBASTIAN",Acuifero CHILLON,18,275019,8680940,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0904-2015-03.pdf"
306,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,1.98,0.002,171,62415,TEVA PERU S.A.,Acuifero RIMAC,18,286257,8666554,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0917-2015-04.pdf"
307,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,0.06,0.0001,4.8,1752,ZAMINE SERVICE PERU S.A.C,Acuifero RIMAC,18,298645.54,8640610.79,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1778-2014-03.pdf"
308,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,6.46,0.0065,558,203670,CLARIANT (PERU) S.A.,Acuifero RIMAC,18,268315.15,8675133.29,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1497-2014-03.pdf"
309,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,2.24,0.0022,193.9,70762,INGREDION PERU SA,Acuifero LURIN,18,294230,8671152,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0943-2013-03.pdf"
310,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Punta Hermosa,Licencia,Industrial,9.86,0.0099,852.2,311040,CERAMICA LIMA S.A.,Acuifero LURIN,18,301255,8638668,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0402-2013-04.pdf"
311,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,0.67,0.0007,57.6,21024,TECNOLOGICA DE ALIMENTOS S.A.,Acuifero RIMAC,18,268067,8677331,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0846-2014-03.pdf"
312,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Santa Anita,Licencia,Industrial,0.54,0.0005,46.3,16912.8,MONTANA S.A.,Acuifero RIMAC,18,286710,8667079,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1102-2014-03.pdf"
313,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,2.92,0.0029,252,91980,OPP FILM SAC,Acuifero LURIN,18,296124,8642150,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0207-2013-03.pdf"
314,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurigancho,Licencia,Industrial,0.28,0.0003,24.6,8985.6,MARIANO PARIONA GARCï¿½A / SENOVIA MENDOZA CONTRERAS DE PARIONA,Acuifero RIMAC,18,290853,8672869,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0181-2013-03.pdf"
315,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,1.43,0.0014,123.4,45054,FERROSALT S.A.,Acuifero LURIN,18,301291,8640047,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0222-2017-03.pdf"
316,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,0.24,0.0002,20.6,7508.4,DARYZA S.A.C.,Acuifero LURIN,18,285228,8652877,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0178-2017-06.pdf"
317,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,2.63,0.0026,227.2,82944,CONSTRUCTORA MALAGA Y HNOS S.A,Acuifero LURIN,18,296485,8641249,"https://file2.ana.gob.pe/dir_rada/19/19-RD-2585-2016-03.pdf"
318,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,0.13,0.0001,10.8,3942,"UNION DE CERVECERIAS PERUANAS BACKUS Y JOHNSTON S.A.A,",Acuifero RIMAC,18,300357,8673376,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0028-2017-05.pdf"
319,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurigancho,Licencia,Industrial,0.75,0.0008,64.8,23652,HIPERMERCADOS TOTTUS S.A.,Acuifero LURIN,18,293048,8672897,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0036-2017-04.pdf"
320,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Santa Anita,Licencia,Industrial,2.71,0.0027,234,85410,TEJIDOS SAN JACINTO S.A.,Acuifero RIMAC,18,287110,8667338,"https://file2.ana.gob.pe/dir_rada/19/19-RD-2796-2016-05.pdf"
321,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,San Juan De Lurigancho,Licencia,Industrial,7.72,0.0077,666.7,243340,PRECOTEX S.A.C,Acuifero RIMAC,18,291040,8671480,"https://file2.ana.gob.pe/dir_rada/19/19-RD-2803-2016-04.pdf"
322,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lima,Licencia,Industrial,12.33,0.0123,1065.2,388800,SAN MIGUEL INDUSTRIAS PET S.A.,Acuifero RIMAC / Acuifero RIMAC,18,274368,8668307,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0239-2023-04.pdf"
323,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,4.4,0.0044,380.2,138758.4,RANSA COMERCIAL S.A.C.,Acuifero RIMAC,18,269901,8667177,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0516-2023-03.pdf"
324,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Carmen De La Legua Reynoso,Licencia,Industrial,1.73,0.0017,149.7,54636.12,COMPANIA GOODYEAR DEL PERU S.A.,Acuifero RIMAC,18,273185,8667400,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0757-2023-04.pdf"
325,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Carmen De La Legua Reynoso,Licencia,Industrial,1.73,0.0017,149.7,54636.12,COMPANIA GOODYEAR DEL PERU S.A.,Acuifero RIMAC,18,272979,8667567,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0757-2023-04.pdf"
326,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,San Juan De Lurigancho,Licencia,Industrial,9.17,0.0092,792,289080,TECNOLOGIA TEXTIL S.A.,Acuifero RIMAC,18,282690,8670357,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0872-2023-03.pdf"
327,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,0.01,0,0.9,338,ALTERNATIVAS PROTEICAS DEL PACIFICO E.I.R.L.,Acuifero RIMAC,18,267203,8670537,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0410-2023-05.pdf"
328,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,0.17,0.0002,14.4,5256,METALFORM DEL PERU S.A.C.,Acuifero CHILLON,18,268301,8672335,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0430-2023-05.pdf"
329,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,0.11,0.0001,9.4,3442.68,TECNO FAST S.A.C.,Acuifero LURIN,18,301218,8639998,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0484-2023-03.pdf"
330,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Villa El Salvador,Licencia,Industrial,1.71,0.0017,148.2,54080.24,CARTONES VILLA MARINA S.A.,Acuifero RIMAC,18,285229,8648809,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0149-2024-03.pdf"
331,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurigancho,Licencia,Industrial,0.68,0.0007,58.6,21384,CERVECERIA BARBARIAN S.A.C.,Acuifero RIMAC,18,289921,8670591,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0042-2024-03.pdf"
332,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Ventanilla,Licencia,Industrial,5.47,0.0055,473,172645,PROYECTO VENTANILLA S.A.C.,Acuifero CHILLON,18,265159,8687543,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0026-2024-03.pdf"
333,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Villa El Salvador,Licencia,Industrial,0.45,0.0004,38.8,14178.06,FULL MIX S.A.C.,Acuifero LURIN,18,287046,8646711,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0111-2023-03.pdf"
334,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,35.62,0.0356,3077.3,1123200,UNION DE CERVECERIAS PERUANAS BACKUS Y JOHNSTON S.A.A.,Acuifero RIMAC / Acuifero RIMAC,18,288600,8667144,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0088-2023-04.pdf"
335,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,16.44,0.0164,1420.3,518400,UNION CERVECERIAS PERUANAS BACKUS Y JOHNSTON S.A.A. (BACKUS),Acuifero RIMAC / Acuifero RIMAC,18,288505,8667594,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0084-2023-04.pdf"
336,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,26,0.026,2246.4,819936,UNIï¿½N DE CERVECERï¿½AS BACKUS Y JOHNSTON S.A.A.,Acuifero RIMAC / Acuifero RIMAC,18,288888,8667758,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0086-2023-04.pdf"
337,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,17.5,0.0175,1512,551880,UNIï¿½N DE CERVECERï¿½AS PERUANAS BACKUS Y JOHNSTON S.A.A.,Acuifero RIMAC / Acuifero RIMAC,18,288870,8667563,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0087-2023-04.pdf"
338,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,0.22,0.0002,18.9,6912,AMERICA GLOBAL S.A.C.,Acuifero RIMAC,18,267398,8670785,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0254-2023-03.pdf"
339,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,20.83,0.0208,1800,657000,TECNOLOGICA DE ALIMENTOS S.A.,Acuifero LURIN,18,267671,8677330,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0640-2025-04.pdf"
340,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,0.86,0.0009,74.1,27030.86,GUILLERMO LI S.A.C.,Acuifero LURIN,18,297408,8641517,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0515-2016-04.pdf"
341,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,0.11,0.0001,9.8,3560.94,DEPOSITOS QUIMICOS MINEROS S.A.,Acuifero RIMAC,18,267235,8667608,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0467-2016-03.pdf"
342,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,1.67,0.0017,144,52560,SOLDEX S.A.,Acuifero RIMAC,18,297934,8643223,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0344-2015-04.pdf"
343,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurigancho,Licencia,Industrial,1.88,0.0019,162,59130,FITESA PERU S.A.C.,Acuifero RIMAC,18,294162,8675841,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0701-2015-04.pdf"
344,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,6.96,0.007,601.2,219438,B. BRAUN MEDICAL PERï¿½ S.A.,Acuifero LURIN,18,299692,8640250,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0544-2025-03.pdf"
345,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Puente Piedra,Licencia,Industrial,10.55,0.0106,911.5,332712,TEXTILES CAMONES S.A.BIC,Acuifero CHILLON,18,274738,8687265,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0346-2025-03.pdf"
346,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,1.85,0.0018,159.8,58320,EXSA S.A.,Acuifero LURIN,18,298378,8642825,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0395-2025-03.pdf"
347,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,2.47,0.0025,213,77760,EXSA S.A.,Acuifero LURIN,18,298378,8642825,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0395-2025-03.pdf"
348,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,0.63,0.0006,54,19710,FUNDICION VENTANILLA S.A.,Acuifero CHILLON,18,268363,8675232,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0150-2025-03.pdf"
349,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Chaclacayo,Licencia,Industrial,7.14,0.0071,617.1,225257.14,INDUSTRIAS DEL PAPEL S.A.,Acuifero RIMAC,18,301103,8673654,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0168-2025-03.pdf"
350,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Villa El Salvador,Licencia,Industrial,0.08,0.0001,7.2,2628,EMPRESA INMOBILIARIA SAN ANTONIO DEL SUR SAC,Acuifero RIMAC,18,288400,8646104,"https://file2.ana.gob.pe/dir_rada/19/19-RA-1083-2011-03.pdf"
351,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,0.05,0,4.1,1497.6,EMPRESA PLASTITEL DEL PERU SAC,Acuifero LURIN,18,299576,8640262,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0702-2011-03.pdf"
352,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Puente Piedra,Licencia,Industrial,0.67,0.0007,57.6,21024,"OSORIO MONTESINOS, MARCO IVAN-SURTIDOR",Acuifero CHILLON,18,275323,8687676,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0720-2011-03.pdf"
353,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Villa El Salvador,Licencia,Industrial,0.02,0,1.8,657,EMPRESA TERMINAL TERRESTRE ICA S.A,Acuifero RIMAC,18,285333,8647814,"https://file2.ana.gob.pe/dir_rada/19/19-RA-1165-2011-02.pdf"
354,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Carabayllo,Licencia,Industrial,0.58,0.0006,49.7,18133.2,INVERSIONES MONCADA S.A.C.,Acuifero CHILLON,18,278557,8691192,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0956-2011-03.pdf"
355,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,1,0.001,86.4,31536,EMPRESA ALMACENERA DEL PERU S.A.,Acuifero CHILLON,18,268025,8670346,"https://file2.ana.gob.pe/dir_rada/19/19-RA-1063-2011-02.pdf"
356,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Villa El Salvador,Licencia,Industrial,0.57,0.0006,49.2,17971.2,EMPRESA TECNICAS MATALICAS INGENIEROS SAC.,Acuifero RIMAC,18,285242,8649902,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0008-2012-02.pdf"
357,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,0.42,0.0004,36,13140,EMPRESA DE ALIMENTOS FINOS DEL PACIFICO S.A.,Acuifero RIMAC,18,268222,8672312,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0038-2012-03.pdf"
358,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,0.08,0.0001,7.2,2628,EMPRESA INGENIEROS CIVILES Y CONTRATISTAS GENERALES SA-ICCGSA,Acuifero LURIN,18,291281,8644596,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0042-2012-04.pdf"
359,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,0.13,0.0001,11.5,4212,EMPRESA LLAVES PERUANAS S.A.C,Acuifero LURIN,18,282619,8653688,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0057-2012-02.pdf"
360,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,25,0.025,2160,788400,EMPRESA QUIMPAC S.A.,Acuifero CHILLON / Acuifero CHILLON,18,268214,8675306,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0249-2012-03.pdf"
361,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Pachacamac,Licencia,Industrial,0.06,0.0001,5.4,1971,TEXTILES SAN SEBASTIAN SAC,Acuifero LURIN,18,296016,8644983,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0195-2012-03.pdf"
362,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,1.14,0.0011,98.5,35942.4,THE CHALACO CORPORATION OF PERU S.A.C.,Acuifero CHILLON,18,267119,8670552,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0124-2012-03.pdf"
363,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Cieneguilla,Licencia,Industrial,0.15,0.0001,12.6,4599,"SICHA PUNIL, LEONCIO",Acuifero LURIN,18,308510,8665140,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0313-2012-02.pdf"
364,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,0.17,0.0002,14.4,5256,"ARAMBURU ZAPATA DE GOYTISOLO, PIEDAD CRISTINA TERESA / GOYTISOLO TESON, ENRIQUE SAMUEL",Acuifero LURIN,18,299682.99,8643240.24,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0052-2011-03.pdf"
365,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,0.03,0,3,1077.48,EMPRESA INKABOR SAC,Acuifero CHILLON,18,268256.36,8674678.74,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0139-2011-03.pdf"
366,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Chaclacayo,Licencia,Industrial,2.33,0.0023,201.6,73584,CORPORACION PERUANA DE PRODUCTOS QUIMICOS (CPPQ),Acuifero CHILLON,18,300839.92,8673272.83,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0140-2011-03.pdf"
367,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,0.01,0,1,374.4,"VARGAS HUAMANI, LUISA",Acuifero CHILLON,18,268387.35,8676744.72,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0076-2011-02.pdf"
368,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,4.27,0.0043,369.3,134784,EMPRESA PESQUERA EXALMAR,Acuifero CHILLON,18,267578.37,8672458.77,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0123-2011-03.pdf"
